emotion,Prompt,EA-bart-base,EA-t5-base
joy,generate joy NoATTE NoRESP NoCONT NoCIRC Pleasantness NoEFFO NoCERT: I went,I went to a concert,I went to the beach with my family and we had a picnic.
joy,generate joy NoATTE NoRESP NoCONT NoCIRC Pleasantness NoEFFO NoCERT: I went,I went on holiday to Greece and I had my first proper cup of tea made by my mum,I went to the movies with my friends because it was a great way to end the day.
joy,generate joy NoATTE NoRESP NoCONT NoCIRC Pleasantness NoEFFO NoCERT: I went,I went to see the stage production of Mary Poppins in london,I went to the beach with my family and we sat down enjoying the view while having a
joy,generate joy NoATTE NoRESP NoCONT NoCIRC Pleasantness NoEFFO NoCERT: I went,I went on holiday to Copenhagen.,I went to the movies with my boyfriend and we sat down enjoying a movie together.
joy,generate joy NoATTE Responsibility Control NoCIRC Pleasantness NoEFFO Certainty: I went,"I went to a Halloween party with friends this past weekend, and it was nice to just catch",I went to the beach with my boyfriend and we sat down enjoying the view while having a
joy,generate joy NoATTE Responsibility Control NoCIRC Pleasantness NoEFFO Certainty: I went,I went to a balloon festival as it waz the first time I had ever been to one,I went to the gym
joy,generate joy NoATTE Responsibility Control NoCIRC Pleasantness NoEFFO Certainty: I went,I went on holiday to Copenhagen.,I went to the beach with my family and we sat down enjoying the view while having a
joy,generate joy NoATTE Responsibility Control NoCIRC Pleasantness NoEFFO Certainty: I went,I went on holiday to Greece this year because it was a relaxing experience that was relatively cheap.,I went to the beach with my family and we had a picnic.
joy,generate joy NoATTE Responsibility Control NoCIRC Pleasantness NoEFFO Certainty: I went,I went on holiday to Greece and I had my first proper cup of tea made by my mum,I went to the movies with my boyfriend and we sat down enjoying a movie together.
joy,generate joy Attention NoRESP NoCONT NoCIRC Pleasantness NoEFFO NoCERT: I went,I went to see the stage production of Mary Poppins in london,I went to the beach with my boyfriend and we sat down enjoying the view while having a
joy,generate joy Attention NoRESP NoCONT NoCIRC Pleasantness NoEFFO NoCERT: I went,I went on holiday to Greece and I had my first proper cup of tea made by my mum,I went to the movies with my friends because it was a great way to end the day.
joy,generate joy Attention NoRESP NoCONT NoCIRC Pleasantness NoEFFO NoCERT: I went,I went to a concert,I went to the gym
joy,generate joy Attention NoRESP NoCONT NoCIRC Pleasantness NoEFFO NoCERT: I went,I went to see a family member who makes unwanted and insulting comments constantly. Since I knew I,I went to the movies with my boyfriend and we sat down enjoying a movie together.
joy,generate joy Attention NoRESP NoCONT NoCIRC Pleasantness NoEFFO NoCERT: I went,"I went to a Halloween party with friends this past weekend, and it was nice to just catch",I went to the movies with my boyfriend and we sat down enjoying a good movie together.
joy,generate joy Attention Responsibility Control NoCIRC Pleasantness NoEFFO NoCERT: I went,"I went to a Halloween party with friends this past weekend, and it was nice to just catch",I went to the gym
joy,generate joy Attention Responsibility Control NoCIRC Pleasantness NoEFFO NoCERT: I went,I went on holiday to Copenhagen.,I went to the beach with my boyfriend and we sat down enjoying the view while having a
joy,generate joy Attention Responsibility Control NoCIRC Pleasantness NoEFFO NoCERT: I went,I went on holiday to Greece this year because it was a relaxing experience that was relatively cheap.,I went to the movies with my friends because it was a great way to end the day.
joy,generate joy Attention Responsibility Control NoCIRC Pleasantness NoEFFO NoCERT: I went,I went to a balloon festival as it waz the first time I had ever been to one,I went to the movies with my boyfriend and we sat down enjoying a movie together.
joy,generate joy Attention Responsibility Control NoCIRC Pleasantness NoEFFO NoCERT: I went,I went on holiday to Greece and I had my first proper cup of tea made by my mum,I went to the beach with my family and we had a picnic.
joy,generate joy Attention Responsibility Control NoCIRC Pleasantness Effort NoCERT: I went,"I went to a Halloween party with friends this past weekend, and it was nice to just catch",I went to the gym
joy,generate joy Attention Responsibility Control NoCIRC Pleasantness Effort NoCERT: I went,I went on holiday to Greece this year because it was a relaxing experience that was relatively cheap.,I went to the movies with my friends because it was a great way to end the day.
joy,generate joy Attention Responsibility Control NoCIRC Pleasantness Effort NoCERT: I went,I went to see the stage production of Mary Poppins in london,I went to the beach with my boyfriend and we sat down enjoying the view while having a
joy,generate joy Attention Responsibility Control NoCIRC Pleasantness Effort NoCERT: I went,I went on holiday to Copenhagen.,I went to the movies with my boyfriend and we sat down enjoying a movie together.
joy,generate joy Attention Responsibility Control NoCIRC Pleasantness Effort NoCERT: I went,I went to a balloon festival as it waz the first time I had ever been to one,I went to the movies with my boyfriend and we sat down enjoying the music and having a
joy,generate joy NoATTE Responsibility Control NoCIRC Pleasantness NoEFFO NoCERT: I went,"I went to a Halloween party with friends this past weekend, and it was nice to just catch",I went to the beach with my boyfriend and we sat down enjoying the view while having a
joy,generate joy NoATTE Responsibility Control NoCIRC Pleasantness NoEFFO NoCERT: I went,I went to a balloon festival as it waz the first time I had ever been to one,I went to the beach with my family and we had a picnic.
joy,generate joy NoATTE Responsibility Control NoCIRC Pleasantness NoEFFO NoCERT: I went,I went on holiday to Greece this year because it was a relaxing experience that was relatively cheap.,I went to the beach with my family and we sat down enjoying the view while having a
joy,generate joy NoATTE Responsibility Control NoCIRC Pleasantness NoEFFO NoCERT: I went,I went on holiday to Greece and I had my first proper cup of tea made by my mum,I went to the gym
joy,generate joy NoATTE Responsibility Control NoCIRC Pleasantness NoEFFO NoCERT: I went,I went to a concert,I went to the movies with my friends because it was a great way to end the day.
joy,generate joy Attention Responsibility NoCONT NoCIRC Pleasantness Effort Certainty: I went,"I went to a Halloween party with friends this past weekend, and it was nice to just catch",I went to the gym
joy,generate joy Attention Responsibility NoCONT NoCIRC Pleasantness Effort Certainty: I went,I went to see the stage production of Mary Poppins in london,I went to the beach with my boyfriend and we sat down enjoying the view while having a
joy,generate joy Attention Responsibility NoCONT NoCIRC Pleasantness Effort Certainty: I went,I went to a balloon festival as it waz the first time I had ever been to one,I went to the movies with my boyfriend and we sat down enjoying a movie together.
joy,generate joy Attention Responsibility NoCONT NoCIRC Pleasantness Effort Certainty: I went,I went on holiday to Copenhagen.,I went to the movies with my boyfriend and we sat down enjoying a good movie together.
joy,generate joy Attention Responsibility NoCONT NoCIRC Pleasantness Effort Certainty: I went,I went on holiday to Greece and I had my first proper cup of tea made by my mum,I went to the movies with my friends because it was a great way to end the day.
joy,generate joy Attention Responsibility NoCONT NoCIRC Pleasantness NoEFFO NoCERT: I went,"I went to a Halloween party with friends this past weekend, and it was nice to just catch",I went to the gym
joy,generate joy Attention Responsibility NoCONT NoCIRC Pleasantness NoEFFO NoCERT: I went,I went on holiday to Greece and I had my first proper cup of tea made by my mum,I went to the beach with my boyfriend and we sat down enjoying the view while having a
joy,generate joy Attention Responsibility NoCONT NoCIRC Pleasantness NoEFFO NoCERT: I went,I went to see the stage production of Mary Poppins in london,I went to the movies with my friends because it was a great way to end the day.
joy,generate joy Attention Responsibility NoCONT NoCIRC Pleasantness NoEFFO NoCERT: I went,I went to a concert,I went to the movies with my boyfriend and we sat down enjoying a movie together.
joy,generate joy Attention Responsibility NoCONT NoCIRC Pleasantness NoEFFO NoCERT: I went,I went on holiday to Greece this year because it was a relaxing experience that was relatively cheap.,I went to the beach with my family and we sat down enjoying the view while having a
sadness,generate sadness Attention NoRESP NoCONT Circumstance NoPLEA Effort NoCERT: I went,I went to a meeting with a colleague to discuss progress of the business we have with them,I went to the doctor for my ptsd because I was sick.
sadness,generate sadness Attention NoRESP NoCONT Circumstance NoPLEA Effort NoCERT: I went,I went to the hospital and met a long queue to see the doctor.,I went to the doctor for my ptsd because I knew I would never get a
sadness,generate sadness Attention NoRESP NoCONT Circumstance NoPLEA Effort NoCERT: I went,I went to a last minute surgery with a doctor I didn't like and had complication with the,I went to the hospital for my ptsd because I was unwell
sadness,generate sadness Attention NoRESP NoCONT Circumstance NoPLEA Effort NoCERT: I went,I went to a meeting with a doctor and they told me that my son had had a heart,I went to the doctor for my ptsd because I was having an episode where I couldn
sadness,generate sadness Attention NoRESP NoCONT Circumstance NoPLEA Effort NoCERT: I went,I went to a meeting with a doctor I knew poorly and had complication with the anesthesia.,I went to the doctor for my ptsd because my dad died.
sadness,generate sadness Attention NoRESP NoCONT NoCIRC NoPLEA Effort NoCERT: I went,I went to a meeting with a colleague to discuss progress of the business we have with them,I went to the doctor for my ptsd because I knew I would never get a
sadness,generate sadness Attention NoRESP NoCONT NoCIRC NoPLEA Effort NoCERT: I went,I went to the hospital and met a long queue to see the doctor.,I went to the doctor for my ptsd because I was sick.
sadness,generate sadness Attention NoRESP NoCONT NoCIRC NoPLEA Effort NoCERT: I went,I went to a restaurant I really love and they had got rid of my favourite dish: lent,I went to the doctor for my ptsd because I knew I wouldn't make it
sadness,generate sadness Attention NoRESP NoCONT NoCIRC NoPLEA Effort NoCERT: I went,I went to a meeting with a social worker and other people regarding my teenage daughters welfare and the,"I went to the store and bought some milk, it was soggy and wet and I couldn'"
sadness,generate sadness Attention NoRESP NoCONT NoCIRC NoPLEA Effort NoCERT: I went,I went to a funeral service for my partner and I had to miss the first 2 services of,I went to the doctor for my ptsd because I was unsure what was wrong with
sadness,generate sadness Attention NoRESP NoCONT Circumstance NoPLEA Effort Certainty: I went,I went to the hospital and met a long queue to see the doctor.,I went to the doctor for my ptsd because I knew I would never get a
sadness,generate sadness Attention NoRESP NoCONT Circumstance NoPLEA Effort Certainty: I went,I went to a funeral service for my partner. I knew the service would be a long time,I went to the doctor for my ptsd because I was sick.
sadness,generate sadness Attention NoRESP NoCONT Circumstance NoPLEA Effort Certainty: I went,I went to a funeral service for my partner. I felt alone and for the first time that,I went to the doctor for my ptsd because my dad died.
sadness,generate sadness Attention NoRESP NoCONT Circumstance NoPLEA Effort Certainty: I went,I went to a funeral service for my partner. I knew the service would be a difficult one,I went to the doctor for my ptsd because I was having an episode of depression.
sadness,generate sadness Attention NoRESP NoCONT Circumstance NoPLEA Effort Certainty: I went,I went to a funeral service for my partner,I went to the doctor for my ptsd because my dad had cancer
sadness,generate sadness Attention NoRESP NoCONT NoCIRC NoPLEA Effort Certainty: I went,I went to a restaurant I really love and they had got rid of my favourite dish: lent,I went to the doctor for my ptsd because I knew I would never get a
sadness,generate sadness Attention NoRESP NoCONT NoCIRC NoPLEA Effort Certainty: I went,I went to a meeting with a colleague to discuss progress of the business we have with them,I went to the doctor for my ptsd because I was sick.
sadness,generate sadness Attention NoRESP NoCONT NoCIRC NoPLEA Effort Certainty: I went,I went to the hospital and met a long queue to see the doctor.,I went to the doctor for my ptsd because I knew that if I didn'
sadness,generate sadness Attention NoRESP NoCONT NoCIRC NoPLEA Effort Certainty: I went,I went to a meeting with a social worker and other people regarding my teenage daughters welfare and the,I went to the doctor for my ptsd because I was unsure what was wrong with
sadness,generate sadness Attention NoRESP NoCONT NoCIRC NoPLEA Effort Certainty: I went,I went to a party with my sister a few weeks ago. I felt alone and for the,I went to the doctor for my ptsd because I knew I wouldn't make it
sadness,generate sadness NoATTE NoRESP NoCONT NoCIRC NoPLEA Effort NoCERT: I went,I went to a meeting with a colleague to discuss progress of the business we have with them,I went to the doctor for my ptsd because I knew I would never get a
sadness,generate sadness NoATTE NoRESP NoCONT NoCIRC NoPLEA Effort NoCERT: I went,I went to the hospital and met a long queue to see the doctor.,I went to the doctor for my ptsd because I was sick.
sadness,generate sadness NoATTE NoRESP NoCONT NoCIRC NoPLEA Effort NoCERT: I went,I went to a meeting with a social worker and other people regarding my teenage daughters welfare and the,I went to the doctor for my ptsd because I knew I wouldn't make it
sadness,generate sadness NoATTE NoRESP NoCONT NoCIRC NoPLEA Effort NoCERT: I went,I went to a restaurant I really love and they had got rid of my favourite dish: lent,I went to the store and bought some milk so I could have cereal in the morning before going to work
sadness,generate sadness NoATTE NoRESP NoCONT NoCIRC NoPLEA Effort NoCERT: I went,I went to see a family member who makes unwanted and insulting comments constantly. Since I knew I,"I went to the store and bought some milk, it was soggy and wet and I couldn'"
sadness,generate sadness NoATTE NoRESP NoCONT Circumstance NoPLEA Effort NoCERT: I went,I went to a meeting with a colleague to discuss progress of the business we have with them,I went to the doctor for my ptsd because I was sick.
sadness,generate sadness NoATTE NoRESP NoCONT Circumstance NoPLEA Effort NoCERT: I went,I went to the hospital and met a long queue to see the doctor.,I went to the doctor for my ptsd because I knew I would never get a
sadness,generate sadness NoATTE NoRESP NoCONT Circumstance NoPLEA Effort NoCERT: I went,I went to a last minute surgery with a doctor I didn't like and had complication with the,I went to the doctor for my ptsd because I knew it would be a while
sadness,generate sadness NoATTE NoRESP NoCONT Circumstance NoPLEA Effort NoCERT: I went,I went to my aunties funeral because I knew I would never see her again and we were,I went to the doctor for my ptsd because it was a long process and I
sadness,generate sadness NoATTE NoRESP NoCONT Circumstance NoPLEA Effort NoCERT: I went,I went to see a family member who makes unwanted and insulting comments constantly. Since I knew I,I went to the doctor for a scan
sadness,generate sadness NoATTE NoRESP NoCONT Circumstance NoPLEA NoEFFO NoCERT: I went,I went to a meeting with a colleague to discuss progress of the business we have with them,I went to the doctor for my ptsd because I was sick.
sadness,generate sadness NoATTE NoRESP NoCONT Circumstance NoPLEA NoEFFO NoCERT: I went,I went to the hospital and met a long queue to see the doctor.,I went to the doctor for a scan
sadness,generate sadness NoATTE NoRESP NoCONT Circumstance NoPLEA NoEFFO NoCERT: I went,I went to a restaurant I really love and they had got rid of my favourite dish: lent,I went to the doctor for my ptsd because I knew I would never get a
sadness,generate sadness NoATTE NoRESP NoCONT Circumstance NoPLEA NoEFFO NoCERT: I went,"I went to the library and someone sat next to me who had extremely bad personal hygiene, I",I went to the doctor for my ptsd because I knew I wouldn't make it
sadness,generate sadness NoATTE NoRESP NoCONT Circumstance NoPLEA NoEFFO NoCERT: I went,I went to the gym,I went to the doctor for a procedure
sadness,generate sadness NoATTE NoRESP NoCONT Circumstance NoPLEA Effort Certainty: I went,I went to a funeral service for my partner. I felt alone and for the first time that,I went to the doctor for my ptsd because I was sick.
sadness,generate sadness NoATTE NoRESP NoCONT Circumstance NoPLEA Effort Certainty: I went,I went to the hospital and met a long queue to see the doctor.,I went to the doctor for my ptsd because I knew I would never get a
sadness,generate sadness NoATTE NoRESP NoCONT Circumstance NoPLEA Effort Certainty: I went,I went to a funeral service for my partner. I knew the service would be a long time,I went to the doctor for my ptsd because my dad died.
sadness,generate sadness NoATTE NoRESP NoCONT Circumstance NoPLEA Effort Certainty: I went,I went to a funeral service for my partner. I knew the service would be a difficult one,I went to the hospital for a procedure that was not as straightforward as it first appeared
sadness,generate sadness NoATTE NoRESP NoCONT Circumstance NoPLEA Effort Certainty: I went,I went to a funeral service for my partner. I knew the service would be long and I,I went to the doctor for a procedure
sadness,generate sadness Attention Responsibility NoCONT NoCIRC NoPLEA Effort Certainty: I went,I went to a meeting with a colleague to discuss progress of the business we have with them,I went to the doctor for my ptsd because I knew I would never get a
sadness,generate sadness Attention Responsibility NoCONT NoCIRC NoPLEA Effort Certainty: I went,I went to a restaurant I really love and they had got rid of my favourite dish: lent,I went to the doctor for my ptsd because I was sick.
sadness,generate sadness Attention Responsibility NoCONT NoCIRC NoPLEA Effort Certainty: I went,I went to a party without my friends because I felt alone and like they didnt care about me,I went to the doctor for my ptsd because I knew I wouldn't make it
sadness,generate sadness Attention Responsibility NoCONT NoCIRC NoPLEA Effort Certainty: I went,I went to a party without my friends and I was left with my daughter (stay at home,I went to the doctor for my ptsd because I knew that if I didn'
sadness,generate sadness Attention Responsibility NoCONT NoCIRC NoPLEA Effort Certainty: I went,"I went to a party and I was left with my daughter (stay at home Dad), and",I went to the doctor for my ptsd because I was unsure what was wrong with
sadness,generate sadness Attention Responsibility Control NoCIRC NoPLEA Effort Certainty: I went,I went to a meeting with a colleague to discuss progress of the business we have with them,I went to the doctor for my ptsd because I knew I would never get a
sadness,generate sadness Attention Responsibility Control NoCIRC NoPLEA Effort Certainty: I went,I went to a party without my friends because I felt alone and like they didnt care about me,I went to the doctor for my ptsd because I was sick.
sadness,generate sadness Attention Responsibility Control NoCIRC NoPLEA Effort Certainty: I went,I went to a restaurant I really love and they had got rid of my favourite dish: lent,I went to the doctor for my ptsd because I knew I wouldn't make it
sadness,generate sadness Attention Responsibility Control NoCIRC NoPLEA Effort Certainty: I went,I went to a party without my friends and I was left with my daughter (stay at home,I went to the doctor for my ptsd because I knew that if I didn'
sadness,generate sadness Attention Responsibility Control NoCIRC NoPLEA Effort Certainty: I went,"I went to a party with my friends this past weekend, and it was nice to just catch",I went to the doctor for my ptsd because I was unsure what was wrong with
shame,generate shame Attention Responsibility NoCONT NoCIRC NoPLEA Effort NoCERT: I went,I went to a meeting with a social worker and other people regarding my teenage daughters welfare and the,I went to the gym and ate a lot of food
shame,generate shame Attention Responsibility NoCONT NoCIRC NoPLEA Effort NoCERT: I went,I went to a party and got drunk and disappeared for a few hours which was fine for me,I went to the gym and got a lot of compliments
shame,generate shame Attention Responsibility NoCONT NoCIRC NoPLEA Effort NoCERT: I went,I went to a party and got drunk and said a bunch of stupid stuff to my friends.,I went to the gym and was... of not being able to do what I normally do
shame,generate shame Attention Responsibility NoCONT NoCIRC NoPLEA Effort NoCERT: I went,"I went to a Halloween party with friends this past weekend, and it was nice to just catch",I went to the gym and snuck out because I didn't want to be in 
shame,generate shame Attention Responsibility NoCONT NoCIRC NoPLEA Effort NoCERT: I went,"I went to a Halloween party with friends this past weekend, and I was left with my daughter",I went to the gym
shame,generate shame Attention Responsibility Control NoCIRC NoPLEA Effort Certainty: I went,I went to a meeting with a colleague to discuss progress of the business we have with them,I went to the gym
shame,generate shame Attention Responsibility Control NoCIRC NoPLEA Effort Certainty: I went,I went to a party and got in trouble for something I did,I went to the gym and ate a lot of food
shame,generate shame Attention Responsibility Control NoCIRC NoPLEA Effort Certainty: I went,I went to a meeting with a social worker and then got called out for it.,I went to the gym and got a lot of compliments
shame,generate shame Attention Responsibility Control NoCIRC NoPLEA Effort Certainty: I went,I went to a Halloween party and got caught on camera which made me feel...,I went to a friend's wedding and they didn't want me to marry her.
shame,generate shame Attention Responsibility Control NoCIRC NoPLEA Effort Certainty: I went,I went to a party with 2 friends and 2 stranger approached me and exposed himself,I went to the gym and was... at myself for not doing the things I set out to do
shame,generate shame Attention Responsibility NoCONT NoCIRC NoPLEA Effort Certainty: I went,I went to a meeting with a social worker and other people regarding my teenage daughters welfare and the,I went to the gym
shame,generate shame Attention Responsibility NoCONT NoCIRC NoPLEA Effort Certainty: I went,I went to a party and got drunk and disappeared for a few hours which was fine for me,I went to the gym and ate a lot of food
shame,generate shame Attention Responsibility NoCONT NoCIRC NoPLEA Effort Certainty: I went,"I went to a Halloween party with friends this past weekend, and it was nice to just catch",I went to the gym and got a lot of compliments
shame,generate shame Attention Responsibility NoCONT NoCIRC NoPLEA Effort Certainty: I went,I went to a party and got drunk and said a bunch of stupid stuff to my friends.,I went to a friend's wedding and they didn't want me to marry her.
shame,generate shame Attention Responsibility NoCONT NoCIRC NoPLEA Effort Certainty: I went,"I went to a Halloween party with friends this past weekend, and I was left with my daughter",I went to a friend's wedding and she told me she didn't want to marry me
shame,generate shame Attention Responsibility Control NoCIRC NoPLEA Effort NoCERT: I went,I went to a party and got in trouble for something I did,I went to the gym and ate a lot of food
shame,generate shame Attention Responsibility Control NoCIRC NoPLEA Effort NoCERT: I went,I went to a meeting with a social worker and got in trouble for something I did,I went to the gym and got a lot of compliments
shame,generate shame Attention Responsibility Control NoCIRC NoPLEA Effort NoCERT: I went,I went to a party with my friends and I got in trouble for something I did,I went to the gym and was... of not being able to do what I normally do
shame,generate shame Attention Responsibility Control NoCIRC NoPLEA Effort NoCERT: I went,I went to a party with 2 friends and 2 stranger approached me and exposed himself,I went to the gym and snuck out because I didn't want to be in 
shame,generate shame Attention Responsibility Control NoCIRC NoPLEA Effort NoCERT: I went,I went on a date with someone I knew my friend had like for a while.,I went to the gym
shame,generate shame NoATTE Responsibility Control NoCIRC NoPLEA NoEFFO NoCERT: I went,I went to a restaurant to try their dishes.,I went to the gym
shame,generate shame NoATTE Responsibility Control NoCIRC NoPLEA NoEFFO NoCERT: I went,I went to a meeting with a social worker and other people regarding my teenage daughters welfare and the,I went to the gym and ate a lot of food
shame,generate shame NoATTE Responsibility Control NoCIRC NoPLEA NoEFFO NoCERT: I went,I went to a restaurant I really love and they had got rid of my favourite dish: lent,I went out to eat at a restaurant and I was... that I didn't like
shame,generate shame NoATTE Responsibility Control NoCIRC NoPLEA NoEFFO NoCERT: I went,I went to a party and got drunk and disappeared for a few hours which was fine for me,I went out to eat at a restaurant
shame,generate shame NoATTE Responsibility Control NoCIRC NoPLEA NoEFFO NoCERT: I went,I went to a restaurant and they had got rid of my favourite dish: lentil spaghetti.,I went out for a drink and I was... that I didn't like the drink
shame,generate shame Attention NoRESP NoCONT NoCIRC NoPLEA Effort NoCERT: I went,I went to a meeting with a social worker and other people regarding my teenage daughters welfare and the,I went to the gym and ate a lot of food
shame,generate shame Attention NoRESP NoCONT NoCIRC NoPLEA Effort NoCERT: I went,I went to a restaurant and they had got rid of my favourite dish: lentil spaghetti.,I went to the gym and was... of not being able to do what I normally do
shame,generate shame Attention NoRESP NoCONT NoCIRC NoPLEA Effort NoCERT: I went,"I went to a Halloween party with friends this past weekend, and it was nice to just catch",I went to the gym and got a lot of compliments
shame,generate shame Attention NoRESP NoCONT NoCIRC NoPLEA Effort NoCERT: I went,I went to a restaurant I really love and they had got rid of my favourite dish: lent,I went to a friend's wedding and they didn't want me to go out with them
shame,generate shame Attention NoRESP NoCONT NoCIRC NoPLEA Effort NoCERT: I went,I went to the gym,I went to the gym
shame,generate shame NoATTE Responsibility NoCONT NoCIRC NoPLEA NoEFFO NoCERT: I went,I went to a restaurant I really love and they had got rid of my favourite dish: lent,I went to the gym
shame,generate shame NoATTE Responsibility NoCONT NoCIRC NoPLEA NoEFFO NoCERT: I went,I went to a restaurant to try their dishes.,I went to the gym and ate a lot of food
shame,generate shame NoATTE Responsibility NoCONT NoCIRC NoPLEA NoEFFO NoCERT: I went,I went to a meeting with a social worker and other people regarding my teenage daughters welfare and the,I went to the store and bought some milk so I could have cereal in the morning before going to work
shame,generate shame NoATTE Responsibility NoCONT NoCIRC NoPLEA NoEFFO NoCERT: I went,I went to a restaurant and they had got rid of my favourite dish: lentil spaghetti.,I went out to eat at a restaurant and I was... that I didn't like
shame,generate shame NoATTE Responsibility NoCONT NoCIRC NoPLEA NoEFFO NoCERT: I went,I went to the gym,I went out for a drink and I was... that I didn't like the drink
shame,generate shame Attention Responsibility Control NoCIRC NoPLEA NoEFFO NoCERT: I went,I went to a meeting with a social worker and other people regarding my teenage daughters welfare and the,I went to the gym and ate a lot of food
shame,generate shame Attention Responsibility Control NoCIRC NoPLEA NoEFFO NoCERT: I went,I went to a party and got drunk and said a bunch of stupid stuff to my friends.,I went to the gym
shame,generate shame Attention Responsibility Control NoCIRC NoPLEA NoEFFO NoCERT: I went,I went to a party and got caught by the police. I was very... and it was,I went to the gym and got a lot of compliments
shame,generate shame Attention Responsibility Control NoCIRC NoPLEA NoEFFO NoCERT: I went,I went to the gym and got caught by the teacher. I had notes scribbled on my,I went to the gym and snuck out because I wasn't allowed to wear a
shame,generate shame Attention Responsibility Control NoCIRC NoPLEA NoEFFO NoCERT: I went,"I went to a Halloween party with friends this past weekend, and it was awkward as I was",I went to the gym and snuck out because I didn't want to be like them
shame,generate shame NoATTE Responsibility Control NoCIRC NoPLEA NoEFFO Certainty: I went,I went to a restaurant to try their dishes.,I went to the gym
shame,generate shame NoATTE Responsibility Control NoCIRC NoPLEA NoEFFO Certainty: I went,I went to a meeting with a social worker and other people regarding my teenage daughters welfare and the,I went out for a drink and I was... because I didn't take my glasses off
shame,generate shame NoATTE Responsibility Control NoCIRC NoPLEA NoEFFO Certainty: I went,I went to a restaurant I really love and they had got rid of my favourite dish: lent,I went out to eat at a restaurant
shame,generate shame NoATTE Responsibility Control NoCIRC NoPLEA NoEFFO Certainty: I went,I went to a restaurant and they had got rid of my favourite dish: lentil spaghetti.,I went out for a drink and I was so drunk I couldn't remember my password for my
shame,generate shame NoATTE Responsibility Control NoCIRC NoPLEA NoEFFO Certainty: I went,I went on a date that I wasn’t interested in and he kept trying to talk,I went out for a drink and I was... because I didn't drink enough to last
shame,generate shame NoATTE Responsibility NoCONT NoCIRC NoPLEA NoEFFO Certainty: I went,I went to a restaurant to try their dishes.,I went to the gym
shame,generate shame NoATTE Responsibility NoCONT NoCIRC NoPLEA NoEFFO Certainty: I went,I went to a restaurant and they had got rid of my favourite dish: lentil spaghetti.,I went out for a drink and I was... because I didn't take my glasses off
shame,generate shame NoATTE Responsibility NoCONT NoCIRC NoPLEA NoEFFO Certainty: I went,I went to a meeting with a social worker and other people regarding my teenage daughters welfare and the,I went to the store and bought some milk so I could have cereal in the morning before going to work
shame,generate shame NoATTE Responsibility NoCONT NoCIRC NoPLEA NoEFFO Certainty: I went,I went to a restaurant I really love and they had got rid of my favourite dish: lent,I went out to eat at a restaurant
shame,generate shame NoATTE Responsibility NoCONT NoCIRC NoPLEA NoEFFO Certainty: I went,"I went to a Halloween party with friends this past weekend, and I was left with my daughter",I went out for a drink and I was... because I didn't like the drink
anger,generate anger Attention NoRESP NoCONT NoCIRC NoPLEA Effort NoCERT: I did,I did not reach my goal in time.,I did not do what I said I should and was... at myself for not doing this.
anger,generate anger Attention NoRESP NoCONT NoCIRC NoPLEA Effort NoCERT: I did,I did not attend my gaming clans event they scheduled,I did not do enough homework for my degree
anger,generate anger Attention NoRESP NoCONT NoCIRC NoPLEA Effort NoCERT: I did,I did not check my temperature correctly - I then had to check it myself,I did not complete a homework assignment in time.
anger,generate anger Attention NoRESP NoCONT NoCIRC NoPLEA Effort NoCERT: I did,I did not show up for my gaming clans event they scheduled,I did not take the time to prepare for my exam and then the judge said I should not have to
anger,generate anger Attention NoRESP NoCONT NoCIRC NoPLEA Effort NoCERT: I did,I did not feel I was being listened to.,I did not take the time to prepare for my exam and then I was... at myself for it
anger,generate anger Attention NoRESP NoCONT NoCIRC NoPLEA Effort Certainty: I did,I did not reach my goal in time.,I did not do enough homework for my degree
anger,generate anger Attention NoRESP NoCONT NoCIRC NoPLEA Effort Certainty: I did,I did not attend my gaming clans event they scheduled,I did not do what I said I should and was... at myself
anger,generate anger Attention NoRESP NoCONT NoCIRC NoPLEA Effort Certainty: I did,I did not feel I was being listened to.,I did not do what I said and my boss said it without asking and I felt very... that
anger,generate anger Attention NoRESP NoCONT NoCIRC NoPLEA Effort Certainty: I did,I did not show up for my gaming clans event they scheduled,I did not do what I said and my boss said it without asking and I felt... that I
anger,generate anger Attention NoRESP NoCONT NoCIRC NoPLEA Effort Certainty: I did,I did not check my temperature correctly - I then had to check it myself,I did not do what I said and my boss said it because he was not listening to me and
anger,generate anger Attention NoRESP NoCONT NoCIRC NoPLEA NoEFFO NoCERT: I did,I did not reach my goal in time.,I did not do enough homework for my degree
anger,generate anger Attention NoRESP NoCONT NoCIRC NoPLEA NoEFFO NoCERT: I did,I did not attend my gaming clans event they scheduled,I did not do enough homework for my degree and my boss didn't care.
anger,generate anger Attention NoRESP NoCONT NoCIRC NoPLEA NoEFFO NoCERT: I did,I did not check my temperature correctly - I then had to check it myself,I did not do enough homework for my degree and my boss said I shouldn't have done it.
anger,generate anger Attention NoRESP NoCONT NoCIRC NoPLEA NoEFFO NoCERT: I did,I did not feel I was being listened to.,I did not do what I said and the person who made the mistake didn't care.
anger,generate anger Attention NoRESP NoCONT NoCIRC NoPLEA NoEFFO NoCERT: I did,I did not show up for my gaming clans event they scheduled,I did not do what I said and my boss said it was wrong
anger,generate anger NoATTE NoRESP NoCONT NoCIRC NoPLEA Effort NoCERT: I did,I did not reach my goal in time.,I did not do what I said I should and was... at myself for not doing this.
anger,generate anger NoATTE NoRESP NoCONT NoCIRC NoPLEA Effort NoCERT: I did,I did not do an assignment for work and then got called out for it.,I did not take the time to prepare for my exams
